SampleDate,StationCode,Month,Year,Region,RegionAbbv,Genus,Units.per.mL,BV.um3.per.mL,,,
4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Plagioselmis,376.38,81493.7976,,,
4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Planktolyngbya,41.82,2888.9256,,,
4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Planothidium,41.82,15009.198,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Cryptomonas,115,50466.6,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Cyclotella,57.5,3965.2,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Entomoneis,460,1848436.4,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Eucapsis,22712.5,8176.5,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Monoraphidium,115,1413.35,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Nitzschia,57.5,24833.1,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Planktolyngbya,57.5,902.75,,,
4/6/2022,D12,Apr,2022,Confluence,CON,Thalassiosira,57.5,314755,,,
4/21/2022,D16,Apr,2022,Central Delta,CED,Chlorella,150.24,13814.568,,,
4/21/2022,D16,Apr,2022,Central Delta,CED,Entomoneis,150.24,2427501.298,,,
4/21/2022,D16,Apr,2022,Central Delta,CED,Eucapsis,64302.72,23743.9296,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Cryptomonas,471.76,246338.9192,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Cyclotella,3420.26,341170.935,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Eucapsis,13445.16,4840.2576,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Monoraphidium,176.91,2650.1118,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Plagioselmis,943.52,271969.64,,,
4/21/2022,D19,Apr,2022,Central Delta,CED,Skeletonema,117.94,11792.8206,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Chlamydomonas,23,1693.26,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Cryptomonas,23,21642.31,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Cyclotella,368,66655.84,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Diatoma,23,3843.99,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Eucapsis,6739,2426.04,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Monoraphidium,92,1401.39,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Navicula,23,15236.35,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Nitzschia,46,5065.06,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Plagioselmis,644,95189.64,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Rhodomonas,92,138330.28,,,
4/21/2022,D28A,Apr,2022,Central Delta,CED,Staurosira,23,3657.92,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cryptomonas,67.64,35878.9616,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cyclotella,135.28,14813.16,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Entomoneis,67.64,409001.4936,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Eucapsis,26920.72,9691.4592,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Monoraphidium,67.64,1048.42,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Nitzschia,67.64,11772.742,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Plagioselmis,135.28,30237.7856,,,
4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Planktolyngbya,67.64,1274.3376,,,
4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Entomoneis,166.94,584258.2814,,,
4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Eucapsis,68779.28,24760.5408,,,
4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Monoraphidium,166.94,1373.9162,,,
4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Nitzschia,166.94,10627.4004,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Cocconeis,19.17,6818.5773,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Cyclotella,920.16,348997.9014,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Eucapsis,6249.42,2249.7912,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Monoraphidium,38.34,863.4168,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Nitzschia,19.17,960.417,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Odontidium,19.17,8171.5959,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Plagioselmis,268.38,36386.9604,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Pseudanabaena,19.17,882.9702,,,
4/22/2022,D26,Apr,2022,Central Delta,CED,Rhodomonas,134.19,137809.1043,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Chlorella,26.83,96.3197,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Chrysococcus,26.83,4140.9422,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Cyclotella,214.64,14801.5744,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Eucapsis,9980.76,3680.0028,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Gyrosigma,26.83,111512.9924,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Plagioselmis,509.77,128242.8389,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Rhodomonas,53.66,48432.4428,,,
4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Skeletonema,26.83,5484.8569,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Chlamydomonas,30.05,8996.6695,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Cryptomonas,240.4,321532.596,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Cyclotella,480.8,43815.304,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Eucapsis,11088.45,4154.112,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Lagerheimia,30.05,326.0425,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Monoraphidium,30.05,295.091,,,
4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Plagioselmis,631.05,178020.7075,,,
4/25/2022,D22,Apr,2022,Confluence,CON,Aulacoseira,250.41,159390.9732,,,
4/25/2022,D22,Apr,2022,Confluence,CON,Cocconeis,500.82,439404.4434,,,
4/25/2022,D22,Apr,2022,Confluence,CON,Entomoneis,250.41,1414826.516,,,
4/25/2022,D22,Apr,2022,Confluence,CON,Eucapsis,104170.56,38042.2872,,,
4/25/2022,D22,Apr,2022,Confluence,CON,Gomphoneis,250.41,143765.3892,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Cocconeis,180.29,105145.128,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Cryptomonas,180.29,459036.369,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Eucapsis,84916.59,31478.634,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Monoraphidium,360.58,13766.9444,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Planktolyngbya,180.29,5455.5754,,,
4/25/2022,D4,Apr,2022,Confluence,CON,Rhodomonas,180.29,162726.1482,,,
4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Achnanthidium,321.95,29078.524,,,
4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Entomoneis,965.85,5352653.774,,,
4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Eucapsis,138116.55,52155.9,,,
4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Monoraphidium,321.95,2649.6485,,,
4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Cylindrotheca,901.46,64472.4192,,,
4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Eucapsis,433602.26,156096.8136,,,
4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Navicula,901.46,1158367.085,,,
4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Plagioselmis,1802.92,720771.3576,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Cocconeis,51.11,15044.7396,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Cyclostephanos,153.33,24399.4029,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Eucapsis,20597.33,7415.0388,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Monoraphidium,51.11,715.0289,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Navicula,51.11,9315.3086,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Nitzschia,102.22,11684.7682,,,
4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Plagioselmis,255.55,153069.339,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Cocconeis,43.81,10033.3662,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Cyclotella,175.24,110718.3844,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Eucapsis,17348.76,6245.5536,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Nitzschia,43.81,2026.2125,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Plagioselmis,87.62,23242.9574,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Staurosira,43.81,14224.2308,,,
4/26/2022,D10,Apr,2022,Confluence,CON,Stephanodiscus,43.81,112597.3953,,,
4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Cyclotella,521.22,180175.3296,,,
4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Eucapsis,9504.6,3421.656,,,
4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Plagioselmis,122.64,23831.4048,,,
4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Rhodomonas,61.32,49953.7248,,,
4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Cyclotella,894.39,637771.6212,,,
4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,51235.77,18444.8772,,,
4/27/2022,D7,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,132965.35,47867.526,,,
4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Aulacoseira,125.2,30742.86,,,
4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Cylindrotheca,125.2,18619.744,,,
4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,50205.2,18795.024,,,
4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Monoraphidium,125.2,786.256,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Cyclotella,1533.24,744495.3468,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Entomoneis,766.62,1989815.873,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,98893.98,35601.8328,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Navicula,766.62,162960.4134,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Nitzschia,255.54,24488.3982,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Planktolyngbya,255.54,5616.7692,,,
4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Thalassiosira,255.54,464579.3862,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Cocconeis,41.82,28995.4788,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Cyclotella,292.74,69768.7242,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Eucapsis,16435.26,5916.6936,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Gomphonema,41.82,14957.7594,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Nitzschia,41.82,13138.1712,,,
4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Plagioselmis,418.2,158138.148,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Chlorella,250.4,5153.232,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Cyclotella,62.6,44827.234,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Ditylum,62.6,7097275,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Eucapsis,25603.4,9217.224,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Plagioselmis,375.6,136838.592,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Planktolyngbya,62.6,1448.564,,,
4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Teleaulax,250.4,37041.672,,,
4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Cryptomonas,55.65,33522.447,,,
4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Cyclotella,55.65,16254.8085,,,
4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Cylindrotheca,55.65,10395.9765,,,
4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Eucapsis,22816.5,8454.348,,,
4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Rhodomonas,55.65,48012.594,,,
4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Cyclotella,45.07,57376.3635,,,
4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Eucapsis,16856.18,6246.702,,,
4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Plagioselmis,90.14,34903.1094,,,
4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Thalassiosira,45.07,2429291.479,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Chlorogonium,97.98,26867.0958,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Cyclotella,97.98,84533.2248,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Eucapsis,39485.94,14567.6664,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Euglena,97.98,51820.6422,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Navicula,97.98,57141.936,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Skeletonema,979.8,166125.09,,,
4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Thalassiosira,391.92,695352.3024,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Achnanthidium,31.94,933.2868,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Amphora,31.94,31673.9398,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Cocconeis,255.52,145606.1556,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Cyclotella,127.76,20883.6496,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Eucapsis,11817.8,4254.408,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Melosira,31.94,238678.038,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Monoraphidium,63.88,2463.2128,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Navicula,191.64,77071.8588,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Nitzschia,95.82,20852.3484,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Ochromonas,31.94,2936.883,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Rhoicosphenia,31.94,3059.5326,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Scenedesmus,63.88,1352.9784,,,
5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Synedra,31.94,54153.9506,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Achnanthidium,31.08,3624.5496,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Chlamydomonas,62.16,2770.4712,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Chlorella,1274.28,6180.258,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Chroococcus,404.04,3570.4704,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Cocconeis,62.16,20944.1904,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Cyclotella,155.4,23824.374,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Drepanochloris,31.08,142.3464,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Eucapsis,10287.48,3703.4928,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Monoraphidium,155.4,2214.45,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Navicula,31.08,46783.17,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Nitzschia,93.24,50897.8512,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Skeletonema,341.88,5370.9348,,,
5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Teleaulax,279.72,19219.5612,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Cyclotella,365.05,58090.4065,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Eucapsis,28984.97,10434.5892,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Monoraphidium,146.02,1855.9142,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Nitzschia,146.02,21083.8278,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Plagioselmis,219.03,34854.2439,,,
5/19/2022,C9,May,2022,Southern Interior Delta,SID,Planktolyngbya,146.02,917.0056,,,
5/20/2022,D12,May,2022,Confluence,CON,Cyclotella,242.08,16964.9664,,,
5/20/2022,D12,May,2022,Confluence,CON,Eucapsis,23844.88,8584.1568,,,
5/20/2022,D12,May,2022,Confluence,CON,Monoraphidium,60.52,527.7344,,,
5/20/2022,D12,May,2022,Confluence,CON,Navicula,60.52,17187.68,,,
5/20/2022,D12,May,2022,Confluence,CON,Nitzschia,121.04,13750.144,,,
5/20/2022,D12,May,2022,Confluence,CON,Plagioselmis,60.52,9804.24,,,
5/20/2022,D16,May,2022,Central Delta,CED,Cyclotella,193.25,36014.07,,,
5/20/2022,D16,May,2022,Central Delta,CED,Entomoneis,38.65,61712.0685,,,
5/20/2022,D16,May,2022,Central Delta,CED,Eucapsis,15382.7,5537.772,,,
5/20/2022,D16,May,2022,Central Delta,CED,Gomphonema,38.65,3702.2835,,,
5/20/2022,D16,May,2022,Central Delta,CED,Monoraphidium,77.3,1081.427,,,
5/20/2022,D16,May,2022,Central Delta,CED,Nitzschia,38.65,3253.557,,,
5/20/2022,D16,May,2022,Central Delta,CED,Plagioselmis,77.3,26079.474,,,
5/20/2022,D19,May,2022,Central Delta,CED,Aulacoseira,36.51,23239.3452,,,
5/20/2022,D19,May,2022,Central Delta,CED,Chlorella,109.53,2904.7356,,,
5/20/2022,D19,May,2022,Central Delta,CED,Cocconeis,36.51,45002.226,,,
5/20/2022,D19,May,2022,Central Delta,CED,Cryptomonas,73.02,27217.4748,,,
5/20/2022,D19,May,2022,Central Delta,CED,Cyclotella,36.51,5809.8363,,,
5/20/2022,D19,May,2022,Central Delta,CED,Eucapsis,13289.64,4784.2704,,,
5/20/2022,D19,May,2022,Central Delta,CED,Gyrosigma,36.51,73124.0535,,,
5/20/2022,D19,May,2022,Central Delta,CED,Monoraphidium,109.53,1407.4605,,,
5/20/2022,D19,May,2022,Central Delta,CED,Navicula,36.51,8318.0733,,,
5/20/2022,D19,May,2022,Central Delta,CED,Nitzschia,219.06,29360.6118,,,
5/20/2022,D19,May,2022,Central Delta,CED,Plagioselmis,547.65,160127.3835,,,
5/20/2022,D19,May,2022,Central Delta,CED,Planktolyngbya,73.02,1776.9417,,,
5/20/2022,D19,May,2022,Central Delta,CED,Scenedesmus,36.51,773.2818,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Cocconeis,322.8,144104.376,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Cryptomonas,322.8,137793.636,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Eucapsis,15454.05,5563.458,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Gomphonema,40.35,1743.12,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Monoraphidium,40.35,282.8535,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Navicula,40.35,3297.402,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Nitzschia,80.7,39943.272,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Plagioselmis,242.1,68780.61,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Planktolyngbya,40.35,506.796,,,
5/20/2022,D28A,May,2022,Central Delta,CED,Scenedesmus,40.35,1128.993,,,
5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Eucapsis,32441.4,11678.904,,,
5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Monoraphidium,80.7,1128.993,,,
5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Nitzschia,80.7,6793.326,,,
5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Thalassiosira,80.7,69624.732,,,
5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Cyclotella,114.99,7929.7104,,,
5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Eucapsis,46685.94,16806.9384,,,
5/23/2022,D26,May,2022,Central Delta,CED,Aulacoseira,613.28,1258119.389,,,
5/23/2022,D26,May,2022,Central Delta,CED,Chlamydomonas,76.66,7552.5432,,,
5/23/2022,D26,May,2022,Central Delta,CED,Chlorella,613.28,4440.1472,,,
5/23/2022,D26,May,2022,Central Delta,CED,Cyclotella,919.92,80870.1672,,,
5/23/2022,D26,May,2022,Central Delta,CED,Eucapsis,28440.86,10238.7096,,,
5/23/2022,D26,May,2022,Central Delta,CED,Monoraphidium,153.32,1571.53,,,
5/23/2022,D26,May,2022,Central Delta,CED,Plagioselmis,76.66,23733.936,,,
5/23/2022,D26,May,2022,Central Delta,CED,Rhodomonas,76.66,42284.1228,,,
5/23/2022,D26,May,2022,Central Delta,CED,Teleaulax,689.94,34697.0826,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Achnanthidium,38.33,3522.1437,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Aulacoseira,153.32,344738.4868,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Chlorella,498.29,3174.1073,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Cocconeis,114.99,40700.7105,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Cryptomonas,38.33,15606.0595,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Cyclotella,191.65,23896.8385,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Eucapsis,12687.23,4567.4028,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Fragilaria,38.33,18796.2654,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Lagerheimia,38.33,312.3895,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Monoraphidium,114.99,1161.399,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Nitzschia,38.33,2722.9632,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Plagioselmis,613.28,144893.5328,,,
5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Teleaulax,766.6,51500.188,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Chlorella,910.29,5798.5473,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Cyclotella,670.74,72902.7306,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Desmodesmus,47.91,2255.6028,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Eucapsis,16816.41,6053.9076,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Plagioselmis,574.92,314734.2048,,,
5/23/2022,P8,May,2022,Southern Interior Delta,SID,Teleaulax,191.64,13020.0216,,,
5/24/2022,D22,May,2022,Confluence,CON,Achnanthidium,71.87,5408.9362,,,
5/24/2022,D22,May,2022,Confluence,CON,Chlorella,71.87,1905.9924,,,
5/24/2022,D22,May,2022,Confluence,CON,Cocconeis,71.87,45901.2129,,,
5/24/2022,D22,May,2022,Confluence,CON,Cryptomonas,71.87,68620.7573,,,
5/24/2022,D22,May,2022,Confluence,CON,Cyclotella,359.35,77806.462,,,
5/24/2022,D22,May,2022,Confluence,CON,Entomoneis,71.87,93398.6585,,,
5/24/2022,D22,May,2022,Confluence,CON,Eucapsis,27526.21,9909.4356,,,
5/24/2022,D22,May,2022,Confluence,CON,Gomphonema,143.74,5423.3102,,,
5/24/2022,D22,May,2022,Confluence,CON,Nitzschia,143.74,19637.7588,,,
5/24/2022,D22,May,2022,Confluence,CON,Plagioselmis,215.61,55541.136,,,
5/24/2022,D22,May,2022,Confluence,CON,Planktolyngbya,143.74,2595.2257,,,
5/24/2022,D22,May,2022,Confluence,CON,Surirella,71.87,92103.5611,,,
5/24/2022,D22,May,2022,Confluence,CON,Thalassiosira,71.87,1045302.435,,,
5/24/2022,D4,May,2022,Confluence,CON,Cyclotella,533.91,132057.2994,,,
5/24/2022,D4,May,2022,Confluence,CON,Eucapsis,14990.55,5396.598,,,
5/24/2022,D4,May,2022,Confluence,CON,Plagioselmis,1355.31,510789.2328,,,
5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Cyclotella,80.7,12841.791,,,
5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Eucapsis,32118.6,11562.696,,,
5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Monoraphidium,80.7,2257.179,,,
5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Navicula,80.7,23950.953,,,
5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Planktolyngbya,80.7,1013.592,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Chlamydomonas,183.98,13316.4724,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Chlorella,551.94,5077.848,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Cyclotella,367.96,30595.874,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Entomoneis,91.99,215326.5124,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Eucapsis,37255.95,13412.142,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Monoraphidium,91.99,406.5958,,,
5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Plagioselmis,275.97,89891.7081,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Cocconeis,63.88,33998.8524,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Cyclotella,63.88,10165.2244,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Eucapsis,25360.36,9129.7296,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Monoraphidium,127.76,3478.9048,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Nitzschia,191.64,12333.9504,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Plagioselmis,127.76,20330.4488,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Planktolyngbya,127.76,8825.6608,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Pseudostaurosira,63.88,2610.1368,,,
5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Surirella,63.88,109802.0544,,,
